invoice,order_value
558709,617.03
558710,31.11
558711,18.830000000000002
558713,69.02
558714,128.27
558717,71.4
558718,117.68
558719,351.48
558721,8.25
558729,440.64
558731,796.83
558734,9.75
558737,13.370000000000001
558738,405.38
558740,111.7
558746,215.75
558747,318.90999999999997
558748,115.75
558749,155.34
558750,450.81
558751,462.19
558752,272.26
558754,406.65999999999997
558755,154.25
558756,294.3
558757,223.92000000000002
558758,99.14
558759,247.52
558760,247.25
558761,175.65
558762,406.18
558763,209.52
558765,145.8
558766,306.33000000000004
558767,384.8
558768,95.15
558769,155.79999999999998
558770,115.55
558771,346.38
558772,156.91
558773,86.02
558775,7786
558776,5496
558778,471.22
558779,100.8
558812,750.9
558813,474.36
558814,226.93
558841,30
558860,249.03
558861,1067.8799999999999
558862,1561.09
558863,276.82
558867,109.33
558868,375.21999999999997
558870,1128.6
558871,4146.34
558872,289.96
558873,457.3
558875,153.13
558876,360.82
558877,249.05
558878,126.62
558879,369.56
558880,70.8
558881,998.4200000000001
558885,227.95000000000002
558886,49.5
558887,488.55
558888,659.08
558891,70.80000000000001
558892,298.74
558893,62.6
558894,101.10000000000001
558895,389.68
558900,107.7
558902,770.07
558906,433.21999999999997
558908,487.02000000000004
558909,789.6600000000001
558910,1141.2
558911,321.46
558912,31.25
558916,663.18
558917,838.8000000000001
558918,107.60000000000001
558919,455.45
558920,104.34
558921,20.8
558922,157.4
558923,97
558924,318.03
558925,17.4
558926,440.71
558927,324.17
558933,289.95
558959,351.14
558963,1088.5
558964,449.81
558970,129.64000000000001
558990,51.36
558991,123.73
558992,351.69
558993,504.98
558994,349.54
558995,311.82
558996,137.98
558999,221.52
559000,235.63
559001,300.8
559002,72
559004,632.44
559005,302.18
559006,307.6
559009,689.58
559010,205.6
559011,694.57
559013,467.7
559014,305.5
559015,396.9
559016,672.9
559017,455.17
559018,160.42
559020,18.740000000000002
559021,532.9399999999999
559023,737.04
559024,210.10000000000002
559025,214.8
559026,75
559027,642.02
559028,330.6
559029,19.92
559032,2156.44
559034,369.85
559035,139.68
559036,662.35
559044,426.2
559045,178.74
559046,54.9
559047,1278.1
559048,768
559050,600.72
559056,356.99
559057,561.34
559058,719.06
559060,302.20000000000005
559061,197.24
559062,553.92
559063,173.85999999999999
559064,318.66
559068,197.87
559070,110.55
559091,224.84
559092,197.22
559095,431.57
559096,647.92
559097,109
559098,605.76
559106,148.95
559107,127.53
559108,223.68
559109,215.85
559110,594
559111,61.800000000000004
559112,215.25
559113,85
559120,380.45
559121,308.18
559122,521.34
559123,253.26000000000002
559124,366.6
559125,437.38
559126,14.5
559127,301.9
559128,193.29
559129,167.5
559130,412.2
559131,202.1
559132,255.95
559133,704.01
559134,1056.62
559135,134.5
559137,5.2
559138,215.74
559139,477.9
559141,683.91
559142,381.17
559143,67.79
559144,312.75
559145,2825.1
559146,615.3000000000001
559148,96
559150,224.79
559151,473.7
559152,76.95
559153,321.14
559154,108.4
559155,221
559156,79.62
559157,307.03
559158,345.65
559160,235.82
559164,587.46
559165,39.24
559167,532.21
559168,145.96
559169,311.46
559170,179.35
559171,377.61
559172,65.4
559173,416.62
559174,503.8
559185,19.799999999999997
559187,46.75
559199,382.36
559200,361.11
559201,95.75
559202,781.03
559203,830.0000000000001
559204,909.24
559205,246.36
559206,128.16
559237,372
559254,300.03
559255,768
559256,819
559289,433.25
559293,28.88
559295,303.76
559297,428.49
559298,739.64
559299,229.14
559300,208.62
559301,336.8
559302,117.8
559305,142.1
559306,171.45
559307,370.15
559308,306.42
559310,944.1600000000001
559311,1837.92
559312,97.5
559313,225.20000000000002
559315,430.00000000000006
559316,276.6
559317,285.83
559318,177.21
559319,10.08
559320,134.86
559321,422.72
559322,2609
559323,203.6
559324,158.4
559325,219.78
559326,208.89
559327,203.46
559328,275.76
559329,205.1
559330,400.1
559331,349.92
559332,130.20000000000002
559333,23.04
559336,113.96000000000001
559339,90.6
559340,308.58000000000004
559341,443.2
559342,611.22
559343,4.25
559346,202.16
559349,292.82
559350,346.38
559352,126.45
559353,63.75
559354,365.05
559355,112.71
559356,869.9
559357,2215.25
559358,180.39000000000001
559359,109.9
559360,114.53999999999999
559361,253.70000000000002
559362,683.64
559363,157.81
559364,761.9200000000001
559366,413.96
559367,303.14
559368,225.95
559369,326.77000000000004
559370,185.51
559371,218.27
559372,626.88
559401,185.81
559418,579.26
559419,438
559420,225.72
559421,318.05
559422,284.75
559424,649.85
559436,110.49
559441,329.24
559455,251.9
559456,17.4
559457,765.4200000000001
559458,104.95
559459,454.28000000000003
559460,300.86
559462,314.85
559463,28.35
559464,419.90999999999997
559465,3609.8
559466,82.04
559469,252.37
559471,238.9
559472,9.2
559477,305.75
559504,35.33
559505,535.85
559507,98.06
559508,103.97
559509,31.74
559510,727.32
559511,2.37
559512,329.46000000000004
559513,243.22
559516,282.12
559519,870
559523,117.86
559524,45
559525,391.52
559526,115.72
559527,149.02
559528,455.95
559529,430.05
559532,13.009999999999998
559535,244.12
559536,198.56
559537,115.44999999999999
559538,269.49
559539,337.58
559541,52.2
559542,412.62
559543,38.98
559544,37.88
559545,288.42
559546,909.6
559547,381.37
559548,297.65
559549,280.7
559550,150.75
559551,111.23
559552,267
559553,322.15
559554,1778.5
559555,232.6
559556,34.68
559557,1217.6399999999999
559605,346.76
559606,114.11
559607,532.48
559609,126.6
559629,216.71
559636,47.550000000000004
559637,1236.48
559638,251.68
559639,457.26
559640,533.0200000000001
559641,365.02
559652,327.2
559653,165.07
559654,865.62
559656,178.38000000000002
559657,21.96
559658,30
559660,1080.65
559661,213.70000000000002
559662,299.7
559665,312.9
559668,301.26
559669,307.97
559671,114.95
559672,550.4
559673,1212.26
559674,351.7
559676,1180.1200000000001
559677,15
559678,214.25
559679,793.88
559680,421.24
559682,32.95
559684,373.40000000000003
559685,78.6
559686,141.98
559687,168.95
559688,5.8
559690,850.46
559691,795.5600000000001
559696,156.85
559697,72.38000000000001
559698,631.65
559699,192.8
559700,1752.06
559701,1305.6
559702,696.72
559703,857.7
559704,471.43
559706,347.29
559707,484.86
559708,116.55000000000001
559709,884.4
559710,191.60000000000002
559711,204.35
559715,304.5
559733,309.07
559745,113.07000000000001
559746,365.28
559751,207.41
559768,197.52000000000004
559774,119.19
559782,302.92
559783,302.04
559784,834.52
559790,326.4
559791,527.3
559793,24.380000000000003
559794,446.08
559795,35
559797,267.04
559798,100.32
559804,393.31
559806,490.11
559807,501.37
559809,235.71
559810,243.64999999999998
559811,305.1
559812,377.74
559813,753.66
559814,370.16
559815,757.6
559818,515.3
559819,256.7
559821,131.45000000000002
559822,12.75
559823,52.8
559824,263.38
559826,104.05
559827,431.8
559828,7.9
559831,416.90000000000003
559834,239.2
559835,15
559836,516.12
559861,179.17
559862,515.72
559863,352.94
559864,406.22999999999996
559865,1086.8300000000002
559866,610.01
559872,47.24
559876,243.25
559877,178.82
559878,367.5
559879,5.1
559881,162.63
559883,56.18
559884,535.52
559885,69.72
559886,48.150000000000006
559887,163.53
559888,311.92
559889,915.46
559890,45.6
559893,608.46
559894,419.48
559895,317.40000000000003
559896,177.85
559897,660.01
559898,353.08
559899,281.71
559900,214.2
559901,23.25
559902,105.78
559903,353.09
559904,506.16
559905,152.81
559906,185.85
559907,936.48
559909,330.92
559910,35.599999999999994
559911,270.9
559912,357.78
559913,17.4
559916,110.13999999999999
559918,488.40000000000003
559919,2735.1600000000003
559920,61.2
559921,305.02
559922,574.7
559925,316.85
559926,39.599999999999994
559927,461.08
559928,1710.39
559929,252.05
559930,585.62
559931,205.95
559932,561.9
559933,308.2
559934,304.92
559935,315.12
559936,49.92
559937,465.35
559938,112.81
559940,791.7
559941,1960.8000000000002
559942,1037.1
559944,596.7
559945,18
559948,1430.75
559951,309.4
559979,304.09999999999997
559980,202.87
559981,603.5400000000001
559982,164
559984,203.56
559985,219.06
559986,98.45
559987,688
559988,185.78
559989,521.49
559990,87.3
559991,139.95
559993,188.56
560010,285
560018,287.29
560024,244.87
560025,140.69
560026,119.05
560032,2.5
560033,902.09
560034,300.99
560035,2204.36
560036,1147.1
560038,875.28
560041,654.97
560042,170.45
560047,221.73
560048,132.16
560049,522.52
560051,344.62
560052,413.64
560053,366.31
560078,453.75
560079,449.2
560080,3279.36
560086,299.18
560087,326.4
560088,135.62
560089,82.53
560093,356.84
560094,408.21999999999997
560095,30.5
560096,95.4
560097,339.38
560098,127.88
560101,105
560102,288.57
560103,130.26
560104,159.3
560105,222.13
560106,772.43
560107,356.1
560108,208.5
560109,56.82
560115,180.8
560118,418.96
560119,448.1
560120,971.13
560122,119.04
560125,136.68
560145,709.74
560180,185.07
560181,118.71000000000001
560182,254.35
560183,105.6
560184,52.980000000000004
560185,542.4
560186,113.06
560187,550.94
560188,322.2
560190,168.20000000000002
560191,60
560199,358.56000000000006
560200,30
560201,329.3
560202,776.0500000000001
560203,472.81
560204,154.20000000000002
560205,16.5
560207,410.84999999999997
560209,1246.32
560210,107.4
560211,561.06
560212,187.92
560222,231.39000000000001
560223,187.39
560224,400.76
560228,307.40999999999997
560229,155.3
560230,345.23
560231,250.95
560232,238.4
560233,247.44
560234,1885.1
560235,189.57999999999998
560236,35.400000000000006
560237,49.550000000000004
560238,307.5
560239,1242.3799999999999
560240,216.37
560241,80.7
560244,268.76
560246,1353.1
560247,111.89999999999999
560248,438.76
560249,201.25
560250,259.79
560251,394.88
560252,115.87
560253,535.59
560254,236.94
560255,783.9
560256,140.76
560257,810.09
560258,482.8
560259,541.43
560260,171.44
560261,207.16
560262,368.18
560263,89.26
560264,417.38
560265,413.38
560266,338.7
560267,129.5
560268,211.69
560269,148.16000000000003
560270,131.73
560271,355.57
560272,150.1
560273,372.3
560274,91.73
560275,15
560276,108.44
560277,114.14
560278,173.39
560279,173.65
560280,705.3000000000001
560281,152.68
560282,277.12
560284,204.54000000000002
560285,675.7
560286,898.44
560287,115.49
560288,563.42
560295,456.84
560299,747.78
560300,800.46
560302,47.7
560305,241.95
560355,114.55
560356,333.11
560357,183.5
560359,337.43
560360,3949.32
560361,272.81
560362,150.78
560363,131.5
560364,1585.94
560366,487.97
560368,728.0600000000001
560381,378.16
560382,119.4
560383,314.15000000000003
560385,310.49
560387,179.41
560392,217.6
560393,470.84
560394,556.58
560397,364.14
560398,1734.58
560410,530.47
560412,207.94
560413,550.64
560415,304.52
560416,21.72
560417,147.18
560422,300.18
560426,370.1
560432,484.1
560437,218.62
560441,165.20000000000002
560442,120.23
560443,201.96
560444,445.74
560445,11134.34
560446,532.3199999999999
560447,525.03
560448,576
560449,335.09999999999997
560450,90
560451,1527
560452,99.6
560453,1198.3799999999999
560454,224.3
560469,220.15
560473,483.02000000000004
560483,355.53999999999996
560491,158.65
560499,460.14
560500,131.66
560501,91.4
560503,362.82
560504,4406.61
560523,64.8
560527,470.95
560534,390.98
560535,242.91
560536,123.15
560537,323.09
560538,306.4
560539,513.48
560544,60.650000000000006
560545,105.6
560546,232.05
560547,614.2
560548,121.38
560549,653.9
560551,109.01
560552,750.93
560553,126.35
560554,358.57
560555,115.52
560557,110.23
560562,185.55
560566,431.66
560568,554.84
560569,557.68
560570,36.56
560571,729.07
560576,202.07
560577,471.27000000000004
560579,566.13
560580,8801.51
560581,611.76
560582,49.470000000000006
560584,112.74
560586,667.2
560587,60
560590,1292.31
560592,557.6800000000001
560595,814.48
560596,186.20000000000002
560597,326.4
560598,310.45
560599,191.16
560601,176.68
560602,336.36
560603,300.65000000000003
560604,464.72
560605,611.24
560606,293.07
560607,301.52
560634,421.44
560635,599.68
560640,313.76
560641,111.96000000000001
560642,329.65
560644,460.39
560646,2365.91
560648,710.25
560650,466.87
560651,451.42
560686,385.57
560688,153.34
560689,312.9
560690,469.76
560691,533.04
560692,111.04
560693,119.17999999999999
560694,835.65
560695,785
560696,111.49
560697,227.92
560698,664.83
560700,157.71
560701,299.28
560710,26.02
560711,193.23
560712,116.13000000000001
560713,160.8
560714,26.25
560715,132.95000000000002
560716,1532.76
560718,1682.59
560720,17
560721,29.759999999999998
560723,385
560724,534.34
560725,59.699999999999996
560726,102.83
560727,126.58
560728,348.29
560729,5433.57
560731,163.68
560732,341.03
560734,990
560736,345.14
560742,312.90000000000003
560754,310.82
560776,408.25
560781,353.02
560782,337.93
560783,676.8
560790,902.4
560791,116.81
560792,685.5
560805,120
560807,480.18
560820,146.66
560821,109.44999999999999
560824,134.57
560826,512.94
560827,252.45
560828,1088.86
560829,283.12
560833,205.66
560834,484.40000000000003
560839,121.54
560841,2569.55
560843,99
560844,74.88
560845,301.26
560853,460.7
560854,473.09999999999997
560856,421.7
560858,295.8
560859,87.30000000000001
560861,196
560862,287.83
560863,127.83
560864,475.36
560868,82.92
560870,375.26
560871,20.8
560872,338.03
560873,563.07
560875,606.46
560876,1159.06
560878,201.18
560879,64.02
560881,56.3
560882,312.59000000000003
560883,452.71
560884,890
560885,189.26
560886,675
560887,2064.8
560888,352.46
560891,254.38
560892,877.36
560893,310.34000000000003
560894,751.75
560895,1021.92
560896,301.03
560897,139.2
560901,746.57
560906,173.8
560908,86.24
560911,41.1
560913,4.25
560914,310.93
560915,308.6
560916,325.64
560917,833.85
560918,813.89
560919,430
560920,385.52
560921,322.67
560922,260.9
560924,647.92
560925,1665.2
560927,572.9300000000001
560928,425.96000000000004
560929,53.79
560930,325.44
560931,175.04999999999998
560934,374.28
560937,218.56
560942,164.92
560972,438.5
560974,508.25
560975,167.4
560976,83.7
560977,422.40000000000003
560978,480.62
560979,310.36
560980,318.8
560988,356
560989,748.14
560991,890.0699999999999
560992,224.94
560994,38.16
560996,685.1
560997,768.02
560998,214.62
561001,311.07
561002,325.44
561003,23.8
561004,304.87
561005,134.44
561006,469.90000000000003
561007,649.46
561008,185.70000000000002
561009,489.6
561010,149.48
561020,310.88
561021,320.71
561022,282.66
561023,354.24
561024,693.37
561025,196.28
561026,178.81
561027,1468.3600000000001
561028,319.85
561029,412.93
561030,265.87
561031,307.8
561032,390.7
561033,383.12
561034,209.35
561035,244.8
561036,301.39
561037,612.1
561038,112
561039,452.42
561040,505.46
561042,361.21999999999997
561043,632.13
561044,357.4
561045,124.71
561046,452
561047,194.48
561048,761.76
561049,147.12
561050,403.05
561051,7138.12
561052,711.84
561053,324
561054,426.22
561055,201.6
561056,133.76
561057,11.22
561058,373.1
561060,229.14
561062,19.5
561063,174
561064,136.6
561065,101.05
561066,206.25
561067,99.96000000000001
561068,501.14
561070,136.65
561071,440.26
561072,384.28999999999996
561073,1104.31
561074,303.75
561075,185
561076,402.08000000000004
561077,868.49
561078,197.9
561079,386.6
561081,148.96
561082,5.04
561084,265.27
561085,929.53
561087,261.42
561088,62.400000000000006
561089,106.45000000000002
561092,288.5
561093,1358.39
561094,513.64
561095,449.73
561096,273.8
561097,397.2
561098,558.49
561099,194.9
561100,322.53000000000003
561101,241.92
561102,376.24
561105,414.25
561106,520.23
561109,298.2
561111,734
561112,124.44
561113,822.86
561114,294.9
561115,252.4
561116,856
561118,127.95000000000002
561119,233.51
561120,187.20000000000002
561125,531.96
561128,331.74
561132,126.75
561147,317.82
561170,150.85
561189,101.15
561190,113.95
561191,299.4
561192,441.14
561193,87.4
561194,617.54
561195,564.03
561196,110.14
561197,347.55
561199,337.5
561200,95.28
561201,111.25
561202,135
561203,311.76
561204,451.13
561205,200.47
561206,302.71000000000004
561207,7.040000000000001
561208,2007.4
561216,120
561219,301.2
561220,427.23
561221,214.82
561222,491
561223,152.66
561224,895
561226,222.831
561228,118.8
561231,237.55
561236,908.46
561241,210
561242,1152.8
561244,100.82
561246,208.96
561247,668.39
561248,24.96
561257,396.77
561258,1611.11
561259,147.1
561280,130.79999999999998
561284,87.96000000000001
561288,136.29
561295,1648.73
561314,161.9
561320,191.89000000000001
561321,170.76
561322,301.98
561324,295.64
561325,449.87
561329,154.21
561330,462.75
561331,127.61
561332,593.74
561334,111.86
561352,416.90000000000003
561353,208.2
561355,968.4
561356,231.35
561359,566.84
561360,375
561363,218.44
561366,310.72
561368,36.5
561378,134.38
561381,110.78
561382,199.04
561383,445.84999999999997
561384,60.7
561385,135.35999999999999
561386,9.96
561387,196.85999999999999
561388,3680.4
561389,411.08000000000004
561390,239
561391,410.63
561393,165
561394,144.8
561395,358.7
561396,794.58
561397,2606.4
561398,618.5
561399,1049.38
561430,360.54
561453,353.76000000000005
561455,267.32
561462,313.5
561463,260.56
561465,259.01
561466,160.2
561467,151.95
561468,440.7
561470,204.75
561471,660.26
561472,104.25
561473,544.2
561474,2688.27
561485,252.22
561488,375.13
561502,1044.2
561507,1214.81
561508,99
561511,208.63000000000002
561512,223.39000000000001
561514,383.65999999999997
561517,533.08
561518,254.82
561519,83.99
561520,30.419999999999998
561521,40.05
561522,15.45
561528,498.03999999999996
561529,257.7
561530,383.2
561531,558.25
561532,650.64
561533,585
561534,612.91
561535,311.32
561537,469.31
561542,532.98
561544,305
561570,109.26
561583,385.14
561584,307.35
561585,141.15
561592,73.8
561593,39.2
561595,897.8000000000001
561597,126.6
561599,47.7
561600,407.52
561601,340.8
561602,15
561603,306.35
561605,380.12
561607,513.3
561610,325.46999999999997
561611,249.38
561614,633.07
561615,358.64
561616,357.7
561617,323.38
561618,263.32
561624,81.6
561625,1024.44
561626,400.37
561627,707.09
561629,1.6800000000000002
561630,23.5
561631,624.22
561632,425.32
561633,10303.95
561634,65.4
561635,327.32
561636,344.4
561637,428.4
561638,244.8
561641,212.18
561642,339.24
561643,178.8
561644,648.72
561645,4345.1
561646,477.6
561647,3301.38
561648,196.88
561650,444.90000000000003
561653,304.94
561654,356.89
561655,6591.6
561656,330.6
561657,27.8
561658,347.35
561659,3453.7200000000003
561661,199.08
561662,192.34
561664,569.04
561669,811.9
561670,142.05
561671,1746.72
561672,587.52
561675,119.64
561676,106.8
561677,112.56
561678,111.16000000000001
561679,778.12
561680,25.5
561683,1.95
561685,367.40000000000003
561686,505.25
561687,14.85
561688,310.07
561689,337.44
561690,356.92
561692,115.8
561693,358.82
561694,375
561695,365.09999999999997
561696,75.9
561697,139.6
561698,492.28000000000003
561699,152.4
561700,231.96
561701,234.11999999999998
561702,520.8000000000001
561704,111.17
561705,295.02000000000004
561706,177.6
561707,15
561708,130.2
561709,148.21
561710,188.01999999999998
561711,532.8
561712,244.94
561713,689.27
561714,113.25000000000001
561715,308.02
561719,331.90000000000003
561732,138.16
561743,221.8
561750,308.71000000000004
561773,182.55
561774,325.63
561783,199.95999999999998
561794,462.91
561795,677.9
561796,102.6
561797,795.8000000000001
561798,728.94
561799,241.62
561800,151.76
561801,187.18
561802,161.68
561803,185.56
561804,417.94
561806,322.4
561807,335.45
561808,362
561809,432
561811,76.5
561813,162.72
561814,368.45
561815,41.6
561816,116.93
561817,361.46000000000004
561818,147.07
561819,104.2
561857,308.44
561858,406
561859,208.65
561860,124.33
561861,458.94
561862,352.81
561863,411.74
561864,396.96000000000004
561865,244.79999999999998
561866,115.08
561867,115.61
561868,188.54
561869,172.96
561870,1056.11
561871,377.29
561872,37.4
561873,2157.5
561874,297.32
561875,765.32
561876,149.02
561877,483.63
561878,189.82999999999998
561879,738.0600000000001
561880,173.88
561881,446.75
561882,621.3
561883,55.8
561884,139.98
561885,324.1
561887,309.14
561888,360.54
561889,519.04
561890,343.41
561891,156.58
561893,287.38
561894,494.27
561895,1.25
561896,408.33
561897,220.2
561898,1325.23
561899,462.78
561900,638.19
561901,13464.26
561902,3633.5800000000004
561903,298.38
561904,304.56
561905,178.5
561906,660.45
561907,211.14
561908,120.5
561909,301.14
561910,498.48
561911,1089.18
561912,181.16
561913,8.29
561914,182.66
561915,781.19
561916,250
561917,228.94
561922,174.64000000000001
561923,748.32
561925,306.1
561926,1866.43
561928,29.700000000000003
561933,678.47
561936,204
561952,59.39999999999999
561955,35.1
561967,174.88
561968,229
561969,206.69
561995,306.02
562002,800.76
562011,422.07
562014,321.29
562015,57.3
562017,759.56
562018,687
562019,457.6
562021,249
562023,258.75
562025,227
562029,2327
562031,3226.13
562032,584.91
562033,340.74
562034,777.95
562035,438.16
562036,99.6
562037,336.4
562038,219.20000000000002
562039,85.8
562040,1487.6
562042,919.61
562043,406.09
562044,114.78
562045,477.90999999999997
562046,4008.62
562047,16.7
562049,267.71999999999997
562050,19.92
562053,376.02
562085,970.5799999999999
562087,124.11
562088,228.95999999999998
562092,457.86
562093,326.22
562094,69.6
562095,168.05
562096,189.94
562098,20.8
562099,423.3
562100,362.52000000000004
562101,1595.48
562102,1490.82
562103,24.6
562105,174.10999999999999
562106,122.47
562107,500.24
562108,116.01
562109,465.56000000000006
562112,165.24
562120,321.5
562123,870
562125,111.35
562127,201.77
562128,444.21999999999997
562129,988.34
562130,275.88
562131,490.87
562132,583.24
562133,112.09
562136,168
562137,221.04
562138,647.75
562140,95.85
562141,441.18
562143,2353
562145,341.58
562146,614.78
562148,218.27
562150,301.92
562152,205.1
562153,1004.88
562155,162
562156,310.02
562157,767.07
562158,536.58
562161,264.55
562162,158.43
562163,308.43
562166,595.26
562173,460.43
562199,174
562200,658.38
562201,166.72
562202,526.22
562203,839.76
562204,258.17
562205,310.33
562207,1202.22
562208,3.95
562209,412.35
562210,617.4499999999999
562211,148.78
562213,384.34
562214,301.17
562216,99.10000000000001
562217,318.24
562218,1106.96
562219,1221.56
562220,304.42
562222,832.5
562224,611.24
562233,114.77
562255,14.04
562256,399.6
562257,148.72
562258,191.82
562259,85.2
562260,452.8
562261,119.52
562262,66
562263,208.65
562269,251.94
562270,594
562271,200.32
562272,83.10000000000001
562273,788.87
562274,360.81
562275,511.03
562276,954
562277,190.35
562282,2022.6
562283,615.5
562284,324.52
562285,612
562286,913.3
562287,78.56
562290,132.05
562313,496.24
562332,579
562339,167.26
562340,407.38
562341,192.28
562342,199.74
562343,376.32
562344,151.2
562345,1505.64
562346,422.82
562347,167.32
562348,5162.74
562349,173.70000000000002
562351,198
562353,2317
562354,193.35999999999999
562355,133.20000000000002
562365,117.3
562366,117.48
562368,299.52
562369,749.45
562370,1062.84
562371,788.04
562372,754.8000000000001
562373,318.5
562374,4345.1
562376,300.36
562377,799.94
562378,943.0699999999999
562379,203.78
562380,396.81
562381,638.02
562387,312.95
562388,168.31
562389,199.7
562392,476.3
562393,1019.44
562416,301.93
562418,367.32
562419,249.13
562421,74.39999999999999
562422,62.63999999999999
562424,12.75
562426,29.7
562427,311.02
562428,6.6
562429,423.84000000000003
562430,270.52
562431,47.29
562432,716
562433,1016.04
562434,229.5
562435,225.14
562436,2.25
562437,447.93
562439,18841.48
562440,204
562441,161.4
562442,98.16
562443,622.5
562444,372.24
562445,355.56
562446,118.8
562447,492
562448,1327.55
562449,250.32
562450,650
562451,206.9
562452,233.22
562453,234.54000000000002
562454,312.14
562455,320.3
562456,402.02
562457,593.35
562458,480
562459,757.2
562460,245.83
562461,260.62
562462,520.1
562465,630.5
562466,251.26
562467,205.1
562468,125
562490,155.8
562516,390
562517,347.13
562518,272.56
562519,172.42000000000002
562520,180.3
562521,340.06
562523,304.2
562524,301.41
562525,100.21
562526,166.36
562527,307.8
562528,946.75
562529,29.58
562531,102.1
562532,17.85
562533,16.5
562534,809.11
562535,319.32
562537,771.75
562538,502.02
562539,336.52
562540,817.44
562541,985.9200000000001
562542,314.69
562543,463.9
562545,137.76
562549,498.17
562550,90
562551,205.27
562552,9.9
562555,301.36
562558,811.01
562560,1572.73
562562,299.42
562563,302.28
562564,234.35
562565,121.11
562566,303.9
562567,100.4
562568,107.4
562569,104.50999999999999
562570,375.1
562571,126.63
562572,107.64
562573,78.21000000000001
562574,611.59
562575,225.81
562576,228.57999999999998
562578,79
562579,606.41
562580,262.45
562581,113.79
562583,141.17
562584,204.15
562585,106
562586,316.38
562587,1444.66
562589,107.64
562590,53.519999999999996
562591,46.559999999999995
562592,263.19
562593,662.03
562595,142.50000000000003
562596,325.51
562598,309.06
562599,194.51000000000002
562600,169.10000000000002
562602,981.38
562603,106.91
562604,301.6
562605,416.65
562606,19.92
562607,645.35
562608,3315.07
562609,175.2
562610,1282
562611,809.82
562612,226.93
562614,24.880000000000003
562615,254.8
562616,347.64
562619,159.92000000000002
562621,364.26
562649,211.85
562650,80
562652,714.33
562670,829.96
562680,241.01
562688,1519.99
562701,480.6
562708,347.75
562710,598.88
562711,300.31
562712,425.25
562713,576.84
562716,1388.92
562718,169.4
562719,53.95
562720,36.89
562721,242.84
562722,1109.34
562725,358.49
562727,462.06
562729,102.98
562730,477.46
562732,307.56
562733,984.39
562767,282.23
562768,257.48
562769,190.8
562770,1256.95
562771,657.4000000000001
562772,641.85
562774,326.4
562775,494.6
562776,174.65
562777,356
562778,213.60000000000002
562779,356.42
562780,159.64
562781,335.28
562782,115.5
562783,251.96
562784,224.12
562787,208.34
562788,368.5
562789,12341.21
562790,157.5
562791,367.46
562792,105.99000000000001
562804,674.7
562806,105.1
562807,1124.19
562809,109.63000000000001
562810,60
562812,52.02
562838,382.85
562839,123.21
562840,150.74
562841,392.06
562842,245.8
562844,757.0699999999999
562847,315.72
562849,307.22
562850,2388.2
562851,90.4
562852,392.17
562853,213.15
562854,304.96
562878,120.84
562879,45
562880,4105.94
562881,409.61
562882,292.69
562883,6.300000000000001
562885,65.25
562886,120.71
562888,335.15
562890,355.45
562891,107.1
562892,302.25
562893,521.4399999999999
562894,248.35
562902,115.92999999999999
562907,319.97
562908,457.25
562912,205.32
562913,241.92
562914,203.59
562917,432
562918,520.54
562919,15
562920,40.599999999999994
562922,721.95
562923,340.90000000000003
562924,98.38
562925,625.8
562926,350.58000000000004
562928,1127.38
562929,126.3
562930,354.68
562931,222.48
562932,282.96999999999997
562935,1253.05
562939,660.76
562940,337.5
562941,17.4
562942,176.85000000000002
562944,371.3
562946,2500
562947,403.05
562948,101.76
562949,759.14
562950,285.68
562951,252.62
562960,438.4
562963,144.15
562964,642.36
562965,666.8
562966,424.08
562967,327.12
562968,325.32
562973,1234
562980,1552.6000000000001
562984,403.05
562999,363.33
563011,109.98
563012,272.96999999999997
563013,197.1
563014,383.96
563016,710.2
563017,489.86
563018,250.35999999999999
563019,595.72
563020,605.14
563021,255.74
563022,318.65
563023,534.34
563024,219.76
563026,306.82
563028,83.25
563029,899.36
563030,185.61
563031,137.5
563032,256.88
563033,140.84
563034,314.86
563035,205.22
563036,400.6
563037,469.25
563038,940.64
563060,163.24
563061,471.32
563062,120.42
563070,349.02000000000004
563071,332.89
563073,319.34
563074,9349.72
563075,252.1
563076,19150.66
563078,480.65
563079,17.700000000000003
563080,37.14
563089,304.3
563090,389.36
563091,292.87
563092,15
563094,668.56
563095,305.34000000000003
563096,324.72
563097,316.99
563098,1396.66
563099,150.6
563100,1268.74
563103,159.20000000000002
563104,366.11
563110,509.08
563111,384.6
563112,304.63
563137,153.85
563147,81
563149,101.76
563150,306.33
563155,138.68
563161,211.88
563162,339.26
563163,1069.2
563164,505.8
563165,825.6
563166,1181.44
563167,287.15
563168,210.05
563169,768.97
563170,243.20999999999998
563171,308.31
563172,209.62
563173,528
563174,337
563175,339.3
563176,96.86
563177,65
563178,208.39000000000001
563179,608.76
563180,212.64
563181,161.4
563182,138.32
563183,860.98
563184,153.64
563188,303.22
563189,412.88
563191,326.75
563192,311.2
563194,320.3
563196,156.75
563198,536.54
563199,151
563200,148.32
563201,93.16
563202,46.65
563203,348
563204,164.95000000000002
563205,338.06
563206,155.93
563208,39.84
563209,444.44
563210,245.67000000000002
563211,330.28000000000003
563212,169.8
563213,273.02
563214,406.53000000000003
563215,193.75
563216,278.46
563217,188.39999999999998
563227,640.14
563228,53.05
563229,11.639999999999999
563230,334.85
563231,123.14
563233,2.95
563234,213.85
563235,47.400000000000006
563236,11.9
563237,273.71999999999997
563238,630.42
563239,68.08
563241,1221.4
563242,498.48
563243,57
563245,411.7
563246,695.26
